****************************************
Report : report_global_slack
Design : s5378_bench
Version: K-2015.06-SP3-2
Date   : Wed Apr 14 01:49:00 2021
****************************************

       Max_Rise      Max_Fall   Point
           0.22          0.25   U710/Z
           0.33          0.21   U722/A1
           0.34          0.22   U722/A2
           0.18          0.13   U722/A3
           0.14          0.18   U722/A4
           0.14          0.13   U722/ZN
          -0.01         -0.09   U729/A1
           0.00         -0.14   U729/A2
          -0.01         -0.14   U729/ZN
           0.11          0.19   U731/A
           0.19          0.11   U731/ZN
              *             *   U739/A
              *             *   U739/ZN
           0.28          0.32   U772/A
           0.27          0.32   U772/B
           0.27          0.32   U772/Z
           0.27          0.32   U788/A
           0.27          0.30   U788/B
           0.27          0.30   U788/Z
              *             *   U805/A1
              *             *   U805/A2
              *             *   U805/B1
              *             *   U805/B2
              *             *   U805/ZN
           0.22          0.28   U812/A
           0.22          0.26   U812/B
           0.22          0.28   U812/Z
              *             *   U824/A1
              *             *   U824/A2
              *             *   U824/B1
              *             *   U824/B2
              *             *   U824/ZN
              *             *   U825/A1
              *             *   U825/A2
              *             *   U825/B1
              *             *   U825/B2
              *             *   U825/ZN
              *             *   U838/A
              *             *   U838/ZN
              *             *   U842/A1
              *             *   U842/A2
              *             *   U842/ZN
              *             *   U851/A
              *             *   U851/ZN
           0.31          0.32   U861/B1
           0.32          0.20   U861/B2
           0.18          0.10   U861/A
           0.10          0.18   U861/ZN
              *             *   U872/A
              *             *   U872/ZN
              *             *   U875/A
              *             *   U875/B
              *             *   U875/S
              *             *   U875/Z
              *             *   U878/B1
              *             *   U878/B2
              *             *   U878/A
              *             *   U878/ZN
              *             *   U886/A1
              *             *   U886/A2
              *             *   U886/ZN
              *             *   U892/B1
              *             *   U892/B2
              *             *   U892/A
              *             *   U892/ZN
              *             *   U898/A1
              *             *   U898/A2
              *             *   U898/ZN
              *             *   U901/A1
              *             *   U901/A2
           0.29          0.34   U901/A3
           0.34          0.29   U901/ZN
              *             *   U907/A1
           0.13          0.30   U907/A2
              *             *   U907/A3
           0.30          0.13   U907/ZN
              *             *   U909/A1
           0.22          0.12   U909/A2
              *             *   U909/A3
           0.12          0.22   U909/ZN
           0.40          0.42   U919/A
           0.43          0.48   U919/B
           0.40          0.45   U919/ZN
           0.39          0.35   U925/B1
           0.57          0.45   U925/B2
           0.37          0.33   U925/A
           0.33          0.37   U925/ZN
           0.40          0.42   U930/A
           0.44          0.35   U930/B
           0.51          0.48   U930/S
           0.40          0.35   U930/Z
           0.50          0.52   U941/A1
           0.59          0.60   U941/A2
           0.52          0.50   U941/ZN
           0.30          0.22   U951/A1
           0.43          0.33   U951/A2
           0.22          0.30   U951/ZN
           0.54          0.58   U957/A1
           0.59          0.61   U957/A2
           0.58          0.54   U957/ZN
           0.39          0.21   U968/A
           0.34          0.21   U968/B
           0.15          0.29   U968/S
           0.26          0.15   U968/Z
           0.56          0.66   U971/A
           0.66          0.56   U971/ZN
           0.55          0.42   U973/A1
           0.56          0.41   U973/A2
           0.41          0.55   U973/ZN
              *             *   U981/A1
           0.26          0.17   U981/A2
           0.17          0.26   U981/ZN
           0.15          0.05   U988/A1
           0.31          0.14   U988/A2
           0.05          0.15   U988/ZN
           0.41          0.34   U991/C1
           0.41          0.33   U991/C2
           0.07          0.19   U991/A
           0.20          0.12   U991/B
           0.12          0.07   U991/ZN
           0.36          0.39   U993/A1
           0.24          0.09   U993/A2
           0.38          0.24   U993/A3
           0.33          0.32   U993/A4
           0.09          0.24   U993/ZN
              *             *   U999/A
              *             *   U999/ZN
          -0.20         -0.07   U1002/A1
          -0.15         -0.08   U1002/A2
          -0.08         -0.20   U1002/ZN
           0.49          0.32   U1006/A1
           0.71          0.54   U1006/A2
           0.57          0.37   U1006/A3
           0.68          0.62   U1006/A4
           0.32          0.49   U1006/ZN
           0.63          0.55   U1012/C1
           0.60          0.64   U1012/C2
           0.53          0.59   U1012/A
           0.61          0.66   U1012/B
           0.55          0.53   U1012/ZN
           0.55          0.47   U1018/A1
           0.59          0.43   U1018/A2
           0.43          0.55   U1018/ZN
           0.67          0.67   U1021/A1
           0.57          0.38   U1021/A2
           0.56          0.53   U1021/A3
           0.52          0.40   U1021/A4
           0.38          0.52   U1021/ZN
           0.42          0.47   U1026/A
           0.47          0.42   U1026/ZN
           0.08          0.26   U1031/B1
           0.19          0.18   U1031/B2
           0.09          0.06   U1031/A
           0.06          0.08   U1031/ZN
           0.18          0.14   U1038/A1
          -0.14         -0.05   U1038/A2
          -0.14         -0.05   U1038/ZN
           0.19          0.15   U1048/A1
           0.04         -0.12   U1048/A2
          -0.12          0.04   U1048/ZN
           0.59          0.41   U1051/A1
           0.68          0.53   U1051/A2
           0.57          0.36   U1051/A3
           0.57          0.36   U1051/A4
           0.36          0.57   U1051/ZN
           0.56          0.45   U1059/A
           0.45          0.56   U1059/ZN
           0.32          0.51   U1063/A
           0.51          0.32   U1063/ZN
           0.37          0.36   U1070/A1
           0.37          0.35   U1070/A2
           0.21          0.07   U1070/A3
           0.07          0.21   U1070/ZN
           0.28          0.32   U1073/A
           0.27          0.29   U1073/B
           0.27          0.31   U1073/ZN
              *             *   n1068gat_reg/D
           0.71          0.79   n1068gat_reg/SI
              *             *   n1068gat_reg/SE
           0.27             *   n1068gat_reg/CK
              *             *   n1068gat_reg/SN
           0.74          0.80   n1068gat_reg/Q
           0.32          0.27   n1068gat_reg/QN
              *             *   n861gat_reg/D
           0.68          0.76   n861gat_reg/SI
              *             *   n861gat_reg/SE
           0.62             *   n861gat_reg/CK
              *             *   n861gat_reg/SN
           0.62          0.67   n861gat_reg/Q
              *             *   n861gat_reg/QN
              *             *   n1294gat_reg/D
           0.70          0.78   n1294gat_reg/SI
              *             *   n1294gat_reg/SE
           0.28             *   n1294gat_reg/CK
              *             *   n1294gat_reg/SN
           0.74          0.80   n1294gat_reg/Q
           0.35          0.28   n1294gat_reg/QN
              *             *   n1241gat_reg/D
           0.73          0.79   n1241gat_reg/SI
              *             *   n1241gat_reg/SE
           0.29             *   n1241gat_reg/CK
              *             *   n1241gat_reg/SN
           0.74          0.80   n1241gat_reg/Q
           0.36          0.29   n1241gat_reg/QN
              *             *   n865gat_reg/D
           0.71          0.78   n865gat_reg/SI
              *             *   n865gat_reg/SE
           0.32             *   n865gat_reg/CK
              *             *   n865gat_reg/SN
           0.32          0.38   n865gat_reg/Q
              *             *   n865gat_reg/QN
              *             *   n1148gat_reg/D
           0.70          0.78   n1148gat_reg/SI
              *             *   n1148gat_reg/SE
           0.32             *   n1148gat_reg/CK
              *             *   n1148gat_reg/SN
           0.32          0.38   n1148gat_reg/Q
              *             *   n1148gat_reg/QN
           0.46          0.59   n1588gat_reg/D
           0.72          0.79   n1588gat_reg/SI
              *             *   n1588gat_reg/SE
           0.74             *   n1588gat_reg/CK
              *             *   n1588gat_reg/SN
           0.74          0.80   n1588gat_reg/Q
              *             *   n1588gat_reg/QN
              *             *   n3110gat
              *             *   n3116gat
           0.57          0.54   U555/A1
              *             *   U555/A2
              *             *   U555/A3
           0.54          0.57   U555/ZN
           0.66          0.55   U560/A
           0.40          0.35   U560/B
           0.40          0.35   U560/Z
              *             *   U569/A1
              *             *   U569/A2
              *             *   U569/A3
              *             *   U569/A4
              *             *   U569/ZN
           0.32          0.19   U575/A
           0.19          0.32   U575/ZN
              *             *   U621/B1
              *             *   U621/B2
              *             *   U621/A
              *             *   U621/ZN
              *             *   U623/B1
              *             *   U623/B2
              *             *   U623/A
              *             *   U623/ZN
           0.57          0.60   U632/A
           0.33          0.17   U632/B
           0.22          0.17   U632/Z
           0.58          0.58   U637/A
           0.24          0.28   U637/B
           0.25          0.24   U637/Z
           0.23          0.06   U645/A1
           0.47          0.46   U645/A2
           0.06          0.23   U645/ZN
           0.31          0.17   U654/A
           0.55          0.58   U654/B
           0.22          0.17   U654/Z
           0.34          0.29   U675/A1
              *             *   U675/A2
              *             *   U675/A3
              *             *   U675/B1
           0.40          0.31   U675/B2
           0.40          0.31   U675/B3
           0.29          0.34   U675/ZN
           0.59          0.47   U686/A
           0.21          0.28   U686/B
           0.25          0.21   U686/ZN
           0.12          0.19   U693/A1
           0.49          0.37   U693/A2
           0.19          0.12   U693/ZN
          -0.01         -0.14   U728/A1
          -0.08         -0.20   U728/A2
          -0.20         -0.08   U728/ZN
           0.12          0.22   U735/A
           0.22          0.12   U735/ZN
           0.63          0.68   U751/A
           0.27          0.31   U751/B
           0.27          0.34   U751/ZN
           0.63          0.68   U756/A
           0.22          0.28   U756/B
           0.22          0.29   U756/ZN
           0.15          0.23   U764/A
           0.29          0.31   U764/B
           0.40          0.34   U764/S
           0.15          0.23   U764/Z
           0.63          0.68   U771/A
           0.27          0.32   U771/B
           0.27          0.35   U771/ZN
           0.62          0.67   U787/A
           0.27          0.30   U787/B
           0.27          0.34   U787/ZN
              *             *   U804/A
              *             *   U804/ZN
              *             *   U823/A
              *             *   U823/B
              *             *   U823/S
              *             *   U823/Z
              *             *   U828/B1
              *             *   U828/B2
              *             *   U828/C1
              *             *   U828/C2
              *             *   U828/A
              *             *   U828/ZN
              *             *   U830/A1
              *             *   U830/A2
              *             *   U830/B1
              *             *   U830/B2
              *             *   U830/C1
              *             *   U830/C2
              *             *   U830/ZN
              *             *   U835/A1
              *             *   U835/A2
              *             *   U835/B1
              *             *   U835/B2
              *             *   U835/ZN
              *             *   U837/A1
              *             *   U837/A2
              *             *   U837/B1
              *             *   U837/B2
              *             *   U837/ZN
              *             *   U840/A1
              *             *   U840/A2
              *             *   U840/B1
              *             *   U840/B2
              *             *   U840/C1
              *             *   U840/C2
              *             *   U840/ZN
           0.07          0.21   U849/A1
           0.36          0.44   U849/A2
           0.21          0.07   U849/ZN
              *             *   U850/B1
              *             *   U850/B2
              *             *   U850/A
              *             *   U850/ZN
           0.10          0.18   U859/A
           0.24          0.26   U859/B
           0.36          0.30   U859/S
           0.10          0.18   U859/Z
              *             *   U871/B1
              *             *   U871/B2
              *             *   U871/A
              *             *   U871/ZN
              *             *   U874/A
              *             *   U874/B
              *             *   U874/ZN
              *             *   U883/A
              *             *   U883/ZN
              *             *   U885/A
              *             *   U885/ZN
              *             *   U891/A1
              *             *   U891/A2
              *             *   U891/ZN
              *             *   U900/A1
              *             *   U900/A2
              *             *   U900/A3
              *             *   U900/ZN
           0.46          0.44   U906/A
           0.44          0.46   U906/ZN
              *             *   U913/A1
              *             *   U913/A2
              *             *   U913/ZN
              *             *   U915/B1
              *             *   U915/B2
              *             *   U915/A
              *             *   U915/ZN
           0.40          0.35   U924/A
           0.33          0.37   U924/B
           0.33          0.39   U924/ZN
           0.45          0.46   U935/B1
           0.62          0.56   U935/B2
           0.32          0.40   U935/A
           0.40          0.32   U935/ZN
           0.22          0.30   U948/A
           0.30          0.22   U948/ZN
           0.46          0.43   U950/B1
           0.59          0.54   U950/B2
           0.35          0.46   U950/A
           0.43          0.35   U950/ZN
           0.36          0.47   U965/A
           0.47          0.36   U965/ZN
           0.66          0.56   U970/A1
           0.75          0.58   U970/A2
           0.72          0.67   U970/A3
           0.56          0.66   U970/ZN
           0.45          0.33   U979/C1
           0.31          0.33   U979/C2
           0.17          0.26   U979/A
           0.35          0.37   U979/B
           0.26          0.17   U979/ZN
           0.05          0.15   U987/A1
           0.06          0.19   U987/A2
           0.15          0.05   U987/ZN
           0.12          0.07   U990/A
           0.07          0.12   U990/ZN
           0.09          0.24   U992/A1
           0.47          0.36   U992/A2
           0.47          0.35   U992/A3
           0.22          0.07   U992/A4
           0.07          0.09   U992/ZN
           0.20          0.35   U995/A
           0.35          0.20   U995/ZN
              *             *   U998/A1
              *             *   U998/A2
              *             *   U998/A3
              *             *   U998/A4
              *             *   U998/ZN
           0.55          0.53   U1005/A1
           0.55          0.43   U1005/A2
           0.43          0.55   U1005/ZN
           0.55          0.53   U1010/A1
           0.63          0.59   U1010/A2
           0.53          0.55   U1010/ZN
          -0.03         -0.04   U1037/A
          -0.14         -0.05   U1037/B
           0.08         -0.01   U1037/S
          -0.14         -0.05   U1037/Z
          -0.12          0.04   U1047/A
          -0.01         -0.01   U1047/B
           0.14          0.05   U1047/S
          -0.12         -0.01   U1047/Z
           0.55          0.46   U1062/A1
           0.70          0.55   U1062/A2
           0.51          0.32   U1062/A3
           0.32          0.51   U1062/ZN
           0.27          0.42   U1069/A1
           0.60          0.56   U1069/A2
           0.42          0.27   U1069/ZN
              *             *   n673gat_reg/D
           0.72          0.79   n673gat_reg/SI
              *             *   n673gat_reg/SE
           0.27             *   n673gat_reg/CK
              *             *   n673gat_reg/SN
           0.73          0.79   n673gat_reg/Q
           0.34          0.27   n673gat_reg/QN
              *             *   n398gat_reg/D
           0.74          0.80   n398gat_reg/SI
              *             *   n398gat_reg/SE
          -0.20             *   n398gat_reg/CK
              *             *   n398gat_reg/SN
           0.19          0.15   n398gat_reg/Q
          -0.05         -0.20   n398gat_reg/QN
              *             *   n846gat_reg/D
           0.74          0.80   n846gat_reg/SI
              *             *   n846gat_reg/SE
          -0.02             *   n846gat_reg/CK
              *             *   n846gat_reg/SN
          -0.02         -0.01   n846gat_reg/Q
           0.24          0.16   n846gat_reg/QN
              *             *   n271gat_reg/D
           0.74          0.80   n271gat_reg/SI
              *             *   n271gat_reg/SE
           0.46             *   n271gat_reg/CK
              *             *   n271gat_reg/SN
           0.46          0.52   n271gat_reg/Q
              *             *   n271gat_reg/QN
              *             *   n160gat_reg/D
           0.74          0.80   n160gat_reg/SI
              *             *   n160gat_reg/SE
           0.30             *   n160gat_reg/CK
              *             *   n160gat_reg/SN
           0.74          0.80   n160gat_reg/Q
           0.34          0.30   n160gat_reg/QN
           0.75          0.70   n1829gat_reg/D
           0.74          0.80   n1829gat_reg/SI
              *             *   n1829gat_reg/SE
           0.60             *   n1829gat_reg/CK
              *             *   n1829gat_reg/SN
           0.60          0.64   n1829gat_reg/Q
              *             *   n1829gat_reg/QN
              *             *   n957gat_reg/D
           0.71          0.78   n957gat_reg/SI
              *             *   n957gat_reg/SE
           0.27             *   n957gat_reg/CK
              *             *   n957gat_reg/SN
           0.74          0.80   n957gat_reg/Q
           0.34          0.27   n957gat_reg/QN
              *             *   n1080gat_reg/D
           0.73          0.79   n1080gat_reg/SI
              *             *   n1080gat_reg/SE
           0.28             *   n1080gat_reg/CK
              *             *   n1080gat_reg/SN
           0.74          0.80   n1080gat_reg/Q
           0.32          0.28   n1080gat_reg/QN
              *             *   n2450gat_reg/D
           0.73          0.79   n2450gat_reg/SI
              *             *   n2450gat_reg/SE
           0.53             *   n2450gat_reg/CK
              *             *   n2450gat_reg/SN
           0.53          0.59   n2450gat_reg/Q
              *             *   n2450gat_reg/QN
           0.74          0.69   n148gat_reg/D
              *             *   n148gat_reg/SI
              *             *   n148gat_reg/SE
           0.57             *   n148gat_reg/CK
              *             *   n148gat_reg/SN
           0.57          0.60   n148gat_reg/Q
              *             *   n148gat_reg/QN
           0.67          0.56   n2588gat_reg/D
           0.66          0.75   n2588gat_reg/SI
              *             *   n2588gat_reg/SE
           0.17             *   n2588gat_reg/CK
              *             *   n2588gat_reg/SN
           0.74          0.80   n2588gat_reg/Q
           0.26          0.17   n2588gat_reg/QN
           0.64          0.59   n2446gat_reg/D
           0.69          0.77   n2446gat_reg/SI
              *             *   n2446gat_reg/SE
           0.53             *   n2446gat_reg/CK
              *             *   n2446gat_reg/SN
           0.53          0.60   n2446gat_reg/Q
              *             *   n2446gat_reg/QN
           0.75          0.70   n2176gat_reg/D
           0.74          0.80   n2176gat_reg/SI
              *             *   n2176gat_reg/SE
           0.69             *   n2176gat_reg/CK
              *             *   n2176gat_reg/SN
           0.74          0.80   n2176gat_reg/Q
           0.74          0.69   n2176gat_reg/QN
           0.74          0.69   n2169gat_reg/D
           0.74          0.80   n2169gat_reg/SI
              *             *   n2169gat_reg/SE
           0.63             *   n2169gat_reg/CK
              *             *   n2169gat_reg/SN
           0.74          0.80   n2169gat_reg/Q
           0.68          0.63   n2169gat_reg/QN
           0.73          0.68   n2262gat_reg/D
           0.71          0.79   n2262gat_reg/SI
              *             *   n2262gat_reg/SE
           0.53             *   n2262gat_reg/CK
              *             *   n2262gat_reg/SN
           0.54          0.53   n2262gat_reg/Q
              *             *   n2262gat_reg/QN
           0.73          0.68   n2190gat_reg/D
           0.74          0.80   n2190gat_reg/SI
              *             *   n2190gat_reg/SE
           0.51             *   n2190gat_reg/CK
              *             *   n2190gat_reg/SN
           0.55          0.55   n2190gat_reg/Q
           0.59          0.51   n2190gat_reg/QN
           0.75          0.70   n2266gat_reg/D
           0.70          0.78   n2266gat_reg/SI
              *             *   n2266gat_reg/SE
           0.55             *   n2266gat_reg/CK
              *             *   n2266gat_reg/SN
           0.74          0.80   n2266gat_reg/Q
           0.65          0.55   n2266gat_reg/QN
           0.75          0.69   n2135gat_reg/D
           0.73          0.79   n2135gat_reg/SI
              *             *   n2135gat_reg/SE
           0.53             *   n2135gat_reg/CK
              *             *   n2135gat_reg/SN
           0.55          0.53   n2135gat_reg/Q
              *             *   n2135gat_reg/QN
           0.75          0.70   n1316gat_reg/D
           0.71          0.78   n1316gat_reg/SI
              *             *   n1316gat_reg/SE
           0.67             *   n1316gat_reg/CK
              *             *   n1316gat_reg/SN
           0.72          0.67   n1316gat_reg/Q
           0.75          0.70   n1316gat_reg/QN
           0.75          0.70   n1312gat_reg/D
           0.74          0.80   n1312gat_reg/SI
              *             *   n1312gat_reg/SE
           0.63             *   n1312gat_reg/CK
              *             *   n1312gat_reg/SN
           0.63          0.69   n1312gat_reg/Q
              *             *   n1312gat_reg/QN
           0.75          0.70   n2037gat_reg/D
           0.73          0.79   n2037gat_reg/SI
              *             *   n2037gat_reg/SE
           0.35             *   n2037gat_reg/CK
              *             *   n2037gat_reg/SN
           0.35          0.37   n2037gat_reg/Q
           0.75          0.70   n2037gat_reg/QN
           0.75          0.70   n2033gat_reg/D
           0.74          0.80   n2033gat_reg/SI
              *             *   n2033gat_reg/SE
           0.70             *   n2033gat_reg/CK
              *             *   n2033gat_reg/SN
           0.73          0.79   n2033gat_reg/Q
           0.75          0.70   n2033gat_reg/QN
           0.75          0.70   n2117gat_reg/D
           0.74          0.80   n2117gat_reg/SI
              *             *   n2117gat_reg/SE
           0.58             *   n2117gat_reg/CK
              *             *   n2117gat_reg/SN
           0.74          0.80   n2117gat_reg/Q
           0.75          0.58   n2117gat_reg/QN
           0.43          0.58   n2155gat_reg/D
           0.70          0.78   n2155gat_reg/SI
              *             *   n2155gat_reg/SE
           0.13             *   n2155gat_reg/CK
              *             *   n2155gat_reg/SN
           0.74          0.80   n2155gat_reg/Q
           0.23          0.13   n2155gat_reg/QN
           0.73          0.68   n2644gat_reg/D
           0.74          0.80   n2644gat_reg/SI
              *             *   n2644gat_reg/SE
           0.55             *   n2644gat_reg/CK
              *             *   n2644gat_reg/SN
           0.74          0.80   n2644gat_reg/Q
           0.66          0.55   n2644gat_reg/QN
           0.45          0.56   n1767gat_reg/D
           0.73          0.79   n1767gat_reg/SI
              *             *   n1767gat_reg/SE
           0.30             *   n1767gat_reg/CK
              *             *   n1767gat_reg/SN
           0.30          0.38   n1767gat_reg/Q
              *             *   n1767gat_reg/QN
           0.71          0.67   n1899gat_reg/D
           0.71          0.78   n1899gat_reg/SI
              *             *   n1899gat_reg/SE
           0.07             *   n1899gat_reg/CK
              *             *   n1899gat_reg/SN
           0.15          0.07   n1899gat_reg/Q
           0.58          0.45   n1899gat_reg/QN
           0.75          0.70   n2139gat_reg/D
           0.72          0.79   n2139gat_reg/SI
              *             *   n2139gat_reg/SE
           0.07             *   n2139gat_reg/CK
              *             *   n2139gat_reg/SN
           0.18          0.07   n2139gat_reg/Q
           0.24          0.09   n2139gat_reg/QN
           0.72          0.67   n2061gat_reg/D
           0.74          0.80   n2061gat_reg/SI
              *             *   n2061gat_reg/SE
           0.05             *   n2061gat_reg/CK
              *             *   n2061gat_reg/SN
           0.16          0.05   n2061gat_reg/Q
           0.26          0.11   n2061gat_reg/QN
           0.74          0.69   n2143gat_reg/D
           0.72          0.79   n2143gat_reg/SI
              *             *   n2143gat_reg/SE
           0.10             *   n2143gat_reg/CK
              *             *   n2143gat_reg/SN
           0.26          0.28   n2143gat_reg/Q
           0.21          0.10   n2143gat_reg/QN
           0.75          0.70   n1975gat_reg/D
           0.68          0.77   n1975gat_reg/SI
              *             *   n1975gat_reg/SE
           0.55             *   n1975gat_reg/CK
              *             *   n1975gat_reg/SN
           0.74          0.80   n1975gat_reg/Q
           0.66          0.55   n1975gat_reg/QN
           0.74          0.69   n1850gat_reg/D
           0.73          0.79   n1850gat_reg/SI
              *             *   n1850gat_reg/SE
           0.09             *   n1850gat_reg/CK
              *             *   n1850gat_reg/SN
           0.74          0.80   n1850gat_reg/Q
           0.23          0.09   n1850gat_reg/QN
           0.38          0.52   n1332gat_reg/D
           0.73          0.79   n1332gat_reg/SI
              *             *   n1332gat_reg/SE
           0.70             *   n1332gat_reg/CK
              *             *   n1332gat_reg/SN
           0.74          0.80   n1332gat_reg/Q
           0.75          0.70   n1332gat_reg/QN
           0.75          0.70   n1740gat_reg/D
           0.70          0.78   n1740gat_reg/SI
              *             *   n1740gat_reg/SE
           0.34             *   n1740gat_reg/CK
              *             *   n1740gat_reg/SN
           0.74          0.80   n1740gat_reg/Q
           0.36          0.34   n1740gat_reg/QN
           0.46          0.60   n1678gat_reg/D
           0.74          0.80   n1678gat_reg/SI
              *             *   n1678gat_reg/SE
           0.70             *   n1678gat_reg/CK
              *             *   n1678gat_reg/SN
           0.70          0.78   n1678gat_reg/Q
              *             *   n1678gat_reg/QN
           0.32          0.49   n1508gat_reg/D
           0.74          0.80   n1508gat_reg/SI
              *             *   n1508gat_reg/SE
           0.72             *   n1508gat_reg/CK
              *             *   n1508gat_reg/SN
           0.72          0.79   n1508gat_reg/Q
              *             *   n1508gat_reg/QN
           0.36          0.57   n1394gat_reg/D
           0.74          0.80   n1394gat_reg/SI
              *             *   n1394gat_reg/SE
           0.68             *   n1394gat_reg/CK
              *             *   n1394gat_reg/SN
           0.71          0.79   n1394gat_reg/Q
           0.72          0.68   n1394gat_reg/QN
           0.72          0.68   n1496gat_reg/D
           0.72          0.79   n1496gat_reg/SI
              *             *   n1496gat_reg/SE
           0.33             *   n1496gat_reg/CK
              *             *   n1496gat_reg/SN
           0.74          0.80   n1496gat_reg/Q
           0.41          0.33   n1496gat_reg/QN
           0.40          0.45   n2506gat_reg/D
           0.73          0.79   n2506gat_reg/SI
              *             *   n2506gat_reg/SE
           0.29             *   n2506gat_reg/CK
              *             *   n2506gat_reg/SN
           0.29          0.32   n2506gat_reg/Q
              *             *   n2506gat_reg/QN
           0.55          0.61   n2084gat_reg/D
           0.70          0.78   n2084gat_reg/SI
              *             *   n2084gat_reg/SE
           0.74             *   n2084gat_reg/CK
              *             *   n2084gat_reg/SN
           0.74          0.80   n2084gat_reg/Q
              *             *   n2084gat_reg/QN
           0.75          0.70   n2099gat_reg/D
           0.72          0.79   n2099gat_reg/SI
              *             *   n2099gat_reg/SE
           0.33             *   n2099gat_reg/CK
              *             *   n2099gat_reg/SN
           0.74          0.80   n2099gat_reg/Q
           0.45          0.33   n2099gat_reg/QN
           0.47          0.51   n2502gat_reg/D
           0.72          0.79   n2502gat_reg/SI
              *             *   n2502gat_reg/SE
           0.28             *   n2502gat_reg/CK
              *             *   n2502gat_reg/SN
           0.28          0.31   n2502gat_reg/Q
              *             *   n2502gat_reg/QN
           0.72          0.67   n388gat_reg/D
           0.72          0.79   n388gat_reg/SI
              *             *   n388gat_reg/SE
           0.30             *   n388gat_reg/CK
              *             *   n388gat_reg/SN
           0.74          0.80   n388gat_reg/Q
           0.41          0.30   n388gat_reg/QN
           0.72          0.67   n327gat_reg/D
           0.74          0.80   n327gat_reg/SI
              *             *   n327gat_reg/SE
           0.41             *   n327gat_reg/CK
              *             *   n327gat_reg/SN
           0.49          0.55   n327gat_reg/Q
           0.48          0.41   n327gat_reg/QN
           0.74          0.69   n463gat_reg/D
           0.67          0.75   n463gat_reg/SI
              *             *   n463gat_reg/SE
           0.58             *   n463gat_reg/CK
              *             *   n463gat_reg/SN
           0.58          0.58   n463gat_reg/Q
              *             *   n463gat_reg/QN
           0.73          0.68   n384gat_reg/D
           0.74          0.80   n384gat_reg/SI
              *             *   n384gat_reg/SE
           0.58             *   n384gat_reg/CK
              *             *   n384gat_reg/SN
           0.58          0.58   n384gat_reg/Q
              *             *   n384gat_reg/QN
           0.72          0.68   n156gat_reg/D
           0.70          0.78   n156gat_reg/SI
              *             *   n156gat_reg/SE
           0.36             *   n156gat_reg/CK
              *             *   n156gat_reg/SN
           0.74          0.80   n156gat_reg/Q
           0.41          0.36   n156gat_reg/QN
           0.73          0.68   n256gat_reg/D
           0.74          0.80   n256gat_reg/SI
              *             *   n256gat_reg/SE
           0.40             *   n256gat_reg/CK
              *             *   n256gat_reg/SN
           0.74          0.80   n256gat_reg/Q
           0.50          0.40   n256gat_reg/QN
           0.74          0.69   n470gat_reg/D
           0.72          0.79   n470gat_reg/SI
              *             *   n470gat_reg/SE
           0.57             *   n470gat_reg/CK
              *             *   n470gat_reg/SN
           0.57          0.60   n470gat_reg/Q
              *             *   n470gat_reg/QN
           0.75          0.70   n2514gat_reg/D
           0.74          0.80   n2514gat_reg/SI
              *             *   n2514gat_reg/SE
           0.72             *   n2514gat_reg/CK
              *             *   n2514gat_reg/SN
           0.72          0.79   n2514gat_reg/Q
              *             *   n2514gat_reg/QN
           0.35          0.56   n1675gat_reg/D
           0.72          0.79   n1675gat_reg/SI
              *             *   n1675gat_reg/SE
           0.74             *   n1675gat_reg/CK
              *             *   n1675gat_reg/SN
           0.74          0.80   n1675gat_reg/Q
              *             *   n1675gat_reg/QN
           0.43          0.53   n1807gat_reg/D
           0.72          0.79   n1807gat_reg/SI
              *             *   n1807gat_reg/SE
           0.73             *   n1807gat_reg/CK
              *             *   n1807gat_reg/SN
           0.73          0.79   n1807gat_reg/Q
              *             *   n1807gat_reg/QN
           0.43          0.55   n1340gat_reg/D
           0.72          0.79   n1340gat_reg/SI
              *             *   n1340gat_reg/SE
           0.72             *   n1340gat_reg/CK
              *             *   n1340gat_reg/SN
           0.72          0.79   n1340gat_reg/Q
              *             *   n1340gat_reg/QN
           0.39          0.57   n1525gat_reg/D
           0.72          0.79   n1525gat_reg/SI
              *             *   n1525gat_reg/SE
           0.72             *   n1525gat_reg/CK
              *             *   n1525gat_reg/SN
           0.72          0.79   n1525gat_reg/Q
              *             *   n1525gat_reg/QN
           0.41          0.55   n1596gat_reg/D
           0.74          0.80   n1596gat_reg/SI
              *             *   n1596gat_reg/SE
           0.72             *   n1596gat_reg/CK
              *             *   n1596gat_reg/SN
           0.72          0.79   n1596gat_reg/Q
              *             *   n1596gat_reg/QN
              *             *   n3113gat
              *             *   n3138gat
              *             *   n3146gat
              *             *   n3150gat
              *             *   U557/A1
           0.44          0.46   U557/A2
           0.44          0.45   U557/A3
           0.44          0.45   U557/ZN
           0.52          0.57   U564/C1
           0.51          0.44   U564/C2
           0.51          0.52   U564/A
           0.30          0.22   U564/B
           0.22          0.30   U564/ZN
              *             *   U601/A1
              *             *   U601/A2
              *             *   U601/A3
              *             *   U601/ZN
              *             *   U617/A
              *             *   U617/ZN
              *             *   U622/A
              *             *   U622/ZN
           0.58          0.49   U641/A
           0.11          0.25   U641/B
           0.11          0.14   U641/Z
           0.06          0.23   U644/A1
           0.53          0.45   U644/A2
           0.23          0.06   U644/ZN
           0.27          0.16   U658/A
           0.56          0.58   U658/B
           0.23          0.16   U658/ZN
           0.29          0.34   U674/A
           0.34          0.29   U674/ZN
           0.49          0.55   U692/A1
           0.19          0.12   U692/A2
           0.12          0.19   U692/ZN
              *             *   U709/A1
